ticket_id,customer_id,category,status,created_date,resolved_date
T00987,C0445,Payment,Resolved,2025-06-27,2025-06-29
T00988,C0157,Login,Resolved,2025-03-26,2025-03-30
T00989,C0379,Account,Resolved,2025-05-20,2025-05-29
T00990,C0385,Payment,Resolved,2025-06-09,2025-06-12
T00991,C0356,Billing,Resolved,2025-06-19,2025-06-28
T00992,C0023,Payment,Resolved,2025-03-14,2025-03-18
T00993,C0405,Account,Resolved,2025-04-30,2025-05-01
T00994,C0035,Login,Resolved,2025-06-19,2025-06-25
T00995,C0443,Billing,Resolved,2025-06-16,2025-06-23
T00996,C0119,Login,Resolved,2025-01-26,2025-02-01
T00997,C0249,Account,Resolved,2025-02-17,2025-02-21
T00998,C0257,Login,Resolved,2025-01-06,2025-01-07
T00999,C0127,Account,Resolved,2025-05-06,2025-05-13
T01000,C0382,Technical,Resolved,2025-06-25,2025-07-01
T01001,C0182,Payment,Resolved,2025-05-09,2025-05-14
T01002,C0416,Billing,Resolved,2025-04-10,2025-04-11
T01003,C0484,Account,Pending,2025-02-27,
T01004,C0078,Payment,Open,2025-06-18,
T01005,C0071,Billing,Open,2025-05-14,
T01006,C0492,Account,Open,2025-06-25,
T01007,C0117,Login,Resolved,2025-02-09,2025-02-16
T01008,C0497,Payment,Pending,2025-03-26,
T01009,C0230,Account,Resolved,2025-06-17,2025-06-20
T01010,C0298,Account,Resolved,2025-02-21,2025-02-24
T01011,C0159,Account,Pending,2025-04-21,
T01012,C0466,Technical,Resolved,2025-05-25,2025-05-28
T01013,C0163,Billing,Resolved,2025-01-31,2025-02-03
T01014,C0163,Technical,Open,2025-03-23,
T01015,C0451,Login,Pending,2025-03-19,
T01016,C0227,Payment,Resolved,2025-02-18,2025-02-20
T01017,C0068,Technical,Resolved,2025-06-06,2025-06-16
T01018,C0137,Account,Resolved,2025-03-01,2025-03-11
T01019,C0119,Technical,Resolved,2025-04-02,2025-04-04
T01020,C0353,Login,Resolved,2025-06-04,2025-06-12
T01021,C0365,Payment,Resolved,2025-04-10,2025-04-18
T01022,C0243,Technical,Resolved,2025-02-27,2025-02-28
T01023,C0210,Billing,Pending,2025-04-16,
T01024,C0114,Technical,Open,2025-01-17,
T01025,C0091,Login,Open,2025-05-06,
T01026,C0353,Payment,Open,2025-03-05,
T01027,C0219,Login,Open,2025-06-05,
T01028,C0377,Login,Open,2025-04-11,
T01029,C0314,Account,Resolved,2025-05-15,2025-05-16
T01030,C0267,Billing,Resolved,2025-01-11,2025-01-15
T01031,C0266,Account,Resolved,2025-01-11,2025-01-20
T01032,C0199,Account,Open,2025-01-13,
T01033,C0098,Payment,Resolved,2025-03-19,2025-03-24
T01034,C0237,Technical,Resolved,2025-06-06,2025-06-07
T01035,C0354,Account,Pending,2025-04-29,
T01036,C0425,Login,Resolved,2025-05-09,2025-05-11
T01037,C0093,Account,Pending,2025-06-28,
T01038,C0280,Technical,Resolved,2025-03-24,2025-04-01
T01039,C0013,Technical,Resolved,2025-02-21,2025-03-01
T01040,C0047,Payment,Resolved,2025-06-16,2025-06-19
T01041,C0368,Billing,Resolved,2025-06-30,2025-07-08
T01042,C0325,Payment,Resolved,2025-04-09,2025-04-18
T01043,C0314,Technical,Resolved,2025-04-08,2025-04-09
T01044,C0394,Technical,Pending,2025-05-25,
T01045,C0447,Technical,Resolved,2025-02-07,2025-02-10
T01046,C0394,Billing,Resolved,2025-03-21,2025-03-29
T01047,C0148,Technical,Resolved,2025-02-03,2025-02-07
T01048,C0002,Account,Open,2025-01-04,
T01049,C0235,Login,Open,2025-05-20,
T01050,C0414,Billing,Resolved,2025-05-07,2025-05-11
T01051,C0112,Account,Resolved,2025-04-27,2025-05-04
T01052,C0227,Billing,Resolved,2025-01-02,2025-01-06
T01053,C0452,Account,Resolved,2025-06-10,2025-06-19
T01054,C0420,Technical,Resolved,2025-02-07,2025-02-08
T01055,C0335,Payment,Resolved,2025-01-09,2025-01-19
T01056,C0430,Account,Resolved,2025-01-23,2025-01-24
T01057,C0056,Login,Pending,2025-02-11,
T01058,C0345,Payment,Resolved,2025-06-27,2025-07-07
T01059,C0294,Account,Resolved,2025-04-27,2025-05-07
T01060,C0185,Billing,Resolved,2025-03-18,2025-03-24
T01061,C0189,Login,Open,2025-04-20,
T01062,C0432,Account,Resolved,2025-05-01,2025-05-04
T01063,C0063,Payment,Resolved,2025-04-16,2025-04-25
T01064,C0108,Technical,Resolved,2025-01-28,2025-02-07
T01065,C0374,Account,Pending,2025-05-04,
T01066,C0371,Account,Pending,2025-06-30,
T01067,C0148,Login,Resolved,2025-03-23,2025-03-28
T01068,C0270,Account,Pending,2025-04-01,
T01069,C0475,Technical,Resolved,2025-05-08,2025-05-17
T01070,C0374,Login,Resolved,2025-02-16,2025-02-26
T01071,C0120,Payment,Pending,2025-01-01,
T01072,C0061,Billing,Resolved,2025-01-31,2025-02-04
T01073,C0410,Account,Pending,2025-04-16,
T01074,C0024,Payment,Resolved,2025-06-13,2025-06-17
T01075,C0006,Technical,Resolved,2025-03-07,2025-03-09
T01076,C0158,Payment,Resolved,2025-03-24,2025-03-25
T01077,C0059,Payment,Resolved,2025-05-26,2025-06-05
T01078,C0492,Billing,Open,2025-02-19,
T01079,C0170,Payment,Pending,2025-05-03,
T01080,C0470,Login,Open,2025-06-15,
T01081,C0070,Login,Resolved,2025-04-28,2025-05-07
T01082,C0459,Payment,Resolved,2025-04-16,2025-04-17
T01083,C0428,Account,Resolved,2025-06-23,2025-06-29
T01084,C0285,Account,Resolved,2025-05-28,2025-06-03
T01085,C0410,Payment,Resolved,2025-02-08,2025-02-13
T01086,C0431,Billing,Resolved,2025-04-07,2025-04-16
T01087,C0432,Technical,Resolved,2025-04-10,2025-04-13
T01088,C0305,Billing,Open,2025-03-20,
T01089,C0362,Payment,Open,2025-03-11,
T01090,C0212,Billing,Resolved,2025-03-02,2025-03-08
T01091,C0232,Payment,Resolved,2025-03-19,2025-03-22
T01092,C0058,Payment,Open,2025-02-21,
T01093,C0468,Billing,Resolved,2025-01-07,2025-01-15
T01094,C0464,Account,Resolved,2025-03-29,2025-04-06
T01095,C0376,Account,Resolved,2025-03-25,2025-03-28
T01096,C0394,Billing,Open,2025-05-13,
T01097,C0347,Technical,Resolved,2025-01-10,2025-01-18
T01098,C0199,Account,Resolved,2025-03-21,2025-03-22
T01099,C0352,Account,Open,2025-03-27,
T01100,C0240,Billing,Resolved,2025-06-18,2025-06-23
T01101,C0012,Account,Open,2025-06-13,
T01102,C0457,Technical,Resolved,2025-02-19,2025-02-24
T01103,C0142,Account,Resolved,2025-04-23,2025-04-25
T01104,C0140,Technical,Resolved,2025-01-30,2025-01-31
T01105,C0491,Account,Resolved,2025-01-27,2025-01-31
T01106,C0278,Payment,Resolved,2025-03-11,2025-03-14
T01107,C0483,Payment,Resolved,2025-02-13,2025-02-15
T01108,C0160,Account,Open,2025-05-19,
T01109,C0228,Billing,Resolved,2025-05-01,2025-05-02
T01110,C0055,Login,Resolved,2025-04-20,2025-04-27
T01111,C0092,Account,Open,2025-06-11,
T01112,C0429,Login,Resolved,2025-03-21,2025-03-27
T01113,C0419,Technical,Open,2025-06-21,
T01114,C0415,Account,Resolved,2025-04-30,2025-05-10
T01115,C0068,Billing,Open,2025-06-28,
T01116,C0240,Billing,Resolved,2025-06-25,2025-07-03
T01117,C0241,Technical,Pending,2025-02-06,
T01118,C0441,Account,Resolved,2025-04-04,2025-04-11
T01119,C0094,Payment,Open,2025-03-25,
T01120,C0233,Login,Resolved,2025-05-02,2025-05-04
T01121,C0180,Login,Resolved,2025-02-13,2025-02-18
T01122,C0394,Payment,Resolved,2025-02-02,2025-02-11
T01123,C0053,Login,Open,2025-01-28,
T01124,C0167,Account,Resolved,2025-03-19,2025-03-28
T01125,C0237,Login,Resolved,2025-03-03,2025-03-13
T01126,C0125,Account,Resolved,2025-05-04,2025-05-11
T01127,C0034,Payment,Resolved,2025-06-27,2025-07-07
T01128,C0221,Login,Resolved,2025-03-29,2025-04-07
T01129,C0356,Technical,Resolved,2025-06-21,2025-06-23
T01130,C0379,Account,Open,2025-01-30,
T01131,C0304,Account,Resolved,2025-05-23,2025-05-25
T01132,C0421,Login,Resolved,2025-04-14,2025-04-16
T01133,C0307,Billing,Resolved,2025-06-02,2025-06-09
T01134,C0168,Login,Resolved,2025-01-16,2025-01-18
T01135,C0112,Technical,Open,2025-06-12,
T01136,C0415,Billing,Open,2025-06-19,
T01137,C0077,Login,Resolved,2025-04-10,2025-04-20
T01138,C0296,Login,Resolved,2025-06-24,2025-06-30
T01139,C0154,Account,Open,2025-06-23,
T01140,C0156,Login,Open,2025-03-30,
T01141,C0046,Account,Resolved,2025-05-11,2025-05-18
T01142,C0434,Technical,Open,2025-01-16,
T01143,C0190,Account,Pending,2025-01-01,
T01144,C0361,Account,Open,2025-04-02,
T01145,C0057,Payment,Open,2025-03-02,
T01146,C0222,Account,Resolved,2025-03-23,2025-03-30
T01147,C0208,Login,Resolved,2025-02-24,2025-02-27
T01148,C0244,Technical,Resolved,2025-04-09,2025-04-15
T01149,C0431,Login,Resolved,2025-06-21,2025-06-24
T01150,C0069,Billing,Resolved,2025-01-05,2025-01-08
T01151,C0370,Login,Resolved,2025-02-04,2025-02-06
T01152,C0071,Login,Open,2025-06-28,
T01153,C0310,Login,Resolved,2025-04-27,2025-05-06
T01154,C0218,Account,Open,2025-04-09,
T01155,C0182,Technical,Resolved,2025-06-04,2025-06-05
T01156,C0296,Login,Open,2025-03-02,
T01157,C0365,Account,Resolved,2025-05-20,2025-05-30
T01158,C0188,Billing,Pending,2025-05-26,
T01159,C0248,Payment,Resolved,2025-05-04,2025-05-06
T01160,C0073,Account,Pending,2025-03-13,
T01161,C0239,Account,Resolved,2025-06-06,2025-06-08
T01162,C0126,Login,Resolved,2025-06-19,2025-06-21
T01163,C0351,Account,Open,2025-03-21,
T01164,C0314,Billing,Pending,2025-05-17,
T01165,C0399,Billing,Resolved,2025-05-12,2025-05-20
T01166,C0294,Payment,Resolved,2025-03-17,2025-03-22
T01167,C0086,Billing,Resolved,2025-06-02,2025-06-07
T01168,C0373,Account,Resolved,2025-06-11,2025-06-19
T01169,C0297,Technical,Resolved,2025-06-18,2025-06-23
T01170,C0415,Account,Resolved,2025-05-05,2025-05-07
T01171,C0065,Account,Resolved,2025-03-13,2025-03-18
T01172,C0068,Account,Resolved,2025-03-07,2025-03-08
T01173,C0380,Billing,Resolved,2025-06-01,2025-06-04
T01174,C0338,Login,Resolved,2025-02-14,2025-02-19
T01175,C0401,Technical,Resolved,2025-05-16,2025-05-17
T01176,C0176,Billing,Pending,2025-06-02,
T01177,C0479,Technical,Open,2025-04-16,
T01178,C0395,Login,Resolved,2025-04-23,2025-04-26
T01179,C0108,Account,Open,2025-03-30,
T01180,C0028,Payment,Open,2025-01-30,
T01181,C0027,Technical,Resolved,2025-05-02,2025-05-07
T01182,C0244,Account,Resolved,2025-06-24,2025-07-01
T01183,C0243,Payment,Resolved,2025-04-22,2025-04-23
T01184,C0148,Login,Resolved,2025-03-22,2025-03-31
T01185,C0350,Billing,Resolved,2025-05-17,2025-05-23
T01186,C0490,Login,Resolved,2025-06-16,2025-06-21
T01187,C0172,Payment,Resolved,2025-01-26,2025-01-31
T01188,C0336,Account,Resolved,2025-06-22,2025-06-26
T01189,C0376,Account,Open,2025-05-14,
T01190,C0173,Technical,Resolved,2025-01-03,2025-01-04
T01191,C0426,Billing,Resolved,2025-01-26,2025-02-04
T01192,C0054,Login,Resolved,2025-03-14,2025-03-19
T01193,C0099,Billing,Resolved,2025-01-24,2025-01-25
T01194,C0481,Account,Resolved,2025-02-25,2025-03-07
T01195,C0327,Billing,Open,2025-01-31,
T01196,C0045,Account,Resolved,2025-06-18,2025-06-28
T01197,C0412,Technical,Open,2025-06-28,
T01198,C0095,Payment,Resolved,2025-06-19,2025-06-21
T01199,C0328,Login,Pending,2025-03-12,
T01200,C0394,Login,Resolved,2025-06-20,2025-06-26
T01201,C0132,Technical,Open,2025-03-12,
T01202,C0398,Billing,Resolved,2025-03-27,2025-03-28
T01203,C0133,Payment,Resolved,2025-01-18,2025-01-26
T01204,C0476,Technical,Resolved,2025-02-15,2025-02-23
T01205,C0056,Technical,Resolved,2025-04-21,2025-04-25
T01206,C0315,Billing,Pending,2025-03-08,
T01207,C0053,Billing,Resolved,2025-05-27,2025-06-01
T01208,C0398,Login,Resolved,2025-05-08,2025-05-11
T01209,C0335,Billing,Pending,2025-06-20,
T01210,C0200,Payment,Resolved,2025-03-26,2025-04-02
T01211,C0295,Billing,Resolved,2025-05-06,2025-05-14
T01212,C0224,Login,Open,2025-01-18,
T01213,C0277,Technical,Resolved,2025-06-26,2025-07-04
T01214,C0063,Account,Resolved,2025-04-02,2025-04-08
T01215,C0350,Payment,Resolved,2025-06-11,2025-06-13
T01216,C0188,Account,Open,2025-03-29,
T01217,C0042,Login,Open,2025-03-16,
T01218,C0332,Technical,Resolved,2025-01-11,2025-01-18
T01219,C0339,Technical,Resolved,2025-04-10,2025-04-12
T01220,C0323,Payment,Resolved,2025-06-11,2025-06-19
T01221,C0377,Technical,Resolved,2025-02-19,2025-02-20
T01222,C0369,Account,Resolved,2025-04-10,2025-04-12
T01223,C0406,Account,Resolved,2025-05-08,2025-05-17
T01224,C0495,Login,Pending,2025-01-05,
T01225,C0019,Payment,Resolved,2025-01-11,2025-01-18
T01226,C0061,Technical,Open,2025-06-20,
T01227,C0268,Login,Pending,2025-05-18,
T01228,C0077,Account,Resolved,2025-01-19,2025-01-20
T01229,C0377,Technical,Resolved,2025-01-05,2025-01-13
T01230,C0465,Account,Resolved,2025-06-29,2025-07-02
T01231,C0008,Technical,Resolved,2025-03-20,2025-03-22
T01232,C0234,Account,Resolved,2025-06-01,2025-06-03
T01233,C0419,Billing,Resolved,2025-06-02,2025-06-12
T01234,C0113,Billing,Open,2025-04-20,
T01235,C0173,Login,Resolved,2025-06-25,2025-07-05
T01236,C0280,Technical,Resolved,2025-02-24,2025-02-25
T01237,C0304,Technical,Resolved,2025-01-31,2025-02-05
T01238,C0073,Login,Resolved,2025-04-05,2025-04-14
T01239,C0085,Login,Resolved,2025-05-29,2025-05-30
T01240,C0069,Billing,Open,2025-06-11,
T01241,C0314,Login,Open,2025-01-05,
T01242,C0451,Login,Resolved,2025-01-02,2025-01-05
T01243,C0475,Billing,Open,2025-06-01,
T01244,C0455,Payment,Resolved,2025-05-02,2025-05-05
T01245,C0106,Technical,Resolved,2025-05-14,2025-05-22
T01246,C0211,Technical,Pending,2025-06-06,
T01247,C0355,Billing,Resolved,2025-05-08,2025-05-18
T01248,C0487,Billing,Resolved,2025-03-19,2025-03-25
T01249,C0215,Billing,Resolved,2025-02-19,2025-02-21
T01250,C0272,Billing,Resolved,2025-05-19,2025-05-28
T01251,C0113,Login,Open,2025-06-18,
T01252,C0107,Payment,Resolved,2025-01-29,2025-02-01
T01253,C0351,Login,Resolved,2025-02-10,2025-02-11
T01254,C0028,Payment,Resolved,2025-04-22,2025-04-27
T01255,C0172,Account,Open,2025-04-27,
T01256,C0023,Billing,Open,2025-05-18,
T01257,C0091,Technical,Open,2025-05-05,
T01258,C0264,Billing,Resolved,2025-03-02,2025-03-10
T01259,C0304,Account,Resolved,2025-02-20,2025-02-26
T01260,C0118,Billing,Resolved,2025-01-26,2025-01-30
T01261,C0378,Login,Open,2025-04-07,
T01262,C0457,Technical,Resolved,2025-05-30,2025-06-07
T01263,C0028,Login,Resolved,2025-06-06,2025-06-14
T01264,C0092,Login,Resolved,2025-04-28,2025-05-02
T01265,C0324,Payment,Pending,2025-02-21,
T01266,C0172,Technical,Resolved,2025-05-26,2025-05-27
T01267,C0144,Technical,Resolved,2025-04-30,2025-05-08
T01268,C0215,Technical,Open,2025-02-26,
T01269,C0454,Payment,Resolved,2025-06-13,2025-06-23
T01270,C0464,Technical,Resolved,2025-05-22,2025-05-26
T01271,C0045,Login,Open,2025-05-06,
T01272,C0442,Technical,Resolved,2025-04-29,2025-05-04
T01273,C0008,Login,Open,2025-03-05,
T01274,C0127,Payment,Resolved,2025-02-26,2025-03-08
T01275,C0485,Technical,Pending,2025-01-02,
T01276,C0214,Billing,Resolved,2025-05-01,2025-05-10
T01277,C0018,Login,Resolved,2025-05-03,2025-05-05
T01278,C0232,Login,Resolved,2025-05-23,2025-05-24
T01279,C0355,Login,Pending,2025-02-03,
T01280,C0184,Payment,Resolved,2025-01-24,2025-01-25
T01281,C0246,Payment,Resolved,2025-04-28,2025-05-08
T01282,C0383,Account,Resolved,2025-04-27,2025-05-05
T01283,C0396,Technical,Open,2025-04-14,
T01284,C0095,Payment,Resolved,2025-06-30,2025-07-01
T01285,C0441,Billing,Resolved,2025-06-26,2025-07-02
T01286,C0272,Billing,Resolved,2025-03-11,2025-03-21
T01287,C0278,Account,Open,2025-06-25,
T01288,C0042,Account,Open,2025-01-15,
T01289,C0264,Payment,Open,2025-01-29,
T01290,C0197,Payment,Resolved,2025-01-11,2025-01-17
T01291,C0188,Technical,Resolved,2025-06-30,2025-07-02
T01292,C0288,Technical,Resolved,2025-03-27,2025-03-31
T01293,C0277,Billing,Resolved,2025-05-29,2025-06-02
T01294,C0386,Technical,Resolved,2025-03-10,2025-03-19
T01295,C0349,Login,Resolved,2025-01-17,2025-01-23
T01296,C0177,Login,Resolved,2025-05-15,2025-05-17
T01297,C0241,Account,Resolved,2025-05-17,2025-05-22
T01298,C0232,Account,Resolved,2025-06-22,2025-06-24
T01299,C0097,Login,Resolved,2025-04-11,2025-04-14
T01300,C0148,Billing,Resolved,2025-03-12,2025-03-14
T01301,C0357,Technical,Resolved,2025-02-22,2025-03-03
T01302,C0488,Billing,Resolved,2025-06-24,2025-07-03
T01303,C0478,Technical,Resolved,2025-04-18,2025-04-26
T01304,C0378,Billing,Resolved,2025-01-17,2025-01-18
T01305,C0447,Technical,Open,2025-05-14,
T01306,C0331,Payment,Resolved,2025-03-29,2025-04-04
T01307,C0249,Account,Resolved,2025-05-16,2025-05-25
T01308,C0228,Login,Resolved,2025-02-03,2025-02-08
T01309,C0088,Payment,Resolved,2025-04-06,2025-04-11
T01310,C0395,Billing,Resolved,2025-03-14,2025-03-22
T01311,C0490,Technical,Resolved,2025-02-11,2025-02-20
T01312,C0147,Technical,Pending,2025-06-27,
T01313,C0464,Technical,Resolved,2025-01-30,2025-01-31
T01314,C0163,Account,Resolved,2025-03-08,2025-03-14
T01315,C0095,Technical,Resolved,2025-01-09,2025-01-15
T01316,C0177,Technical,Resolved,2025-05-19,2025-05-22
T01317,C0274,Payment,Resolved,2025-01-07,2025-01-14
T01318,C0477,Login,Open,2025-04-28,
T01319,C0476,Payment,Resolved,2025-05-20,2025-05-29
T01320,C0170,Payment,Resolved,2025-03-16,2025-03-26
T01321,C0342,Technical,Open,2025-04-24,
T01322,C0174,Billing,Open,2025-01-11,
T01323,C0072,Account,Resolved,2025-01-07,2025-01-14
T01324,C0317,Technical,Resolved,2025-01-24,2025-01-30
T01325,C0029,Account,Resolved,2025-05-30,2025-06-08
T01326,C0114,Payment,Resolved,2025-01-22,2025-01-31
T01327,C0435,Login,Resolved,2025-01-23,2025-02-01
T01328,C0202,Technical,Resolved,2025-06-04,2025-06-14
T01329,C0262,Billing,Pending,2025-04-03,
T01330,C0204,Technical,Open,2025-04-20,
T01331,C0190,Login,Resolved,2025-03-14,2025-03-20
T01332,C0180,Payment,Pending,2025-05-24,
T01333,C0045,Technical,Open,2025-04-24,
T01334,C0380,Login,Open,2025-03-15,
T01335,C0084,Login,Open,2025-04-17,
T01336,C0072,Account,Resolved,2025-02-06,2025-02-10
T01337,C0156,Login,Pending,2025-05-15,
T01338,C0172,Billing,Pending,2025-06-01,
T01339,C0388,Login,Resolved,2025-04-15,2025-04-20
T01340,C0213,Technical,Resolved,2025-05-26,2025-05-29
T01341,C0103,Technical,Open,2025-03-16,
T01342,C0284,Login,Resolved,2025-03-19,2025-03-29
T01343,C0156,Login,Resolved,2025-04-29,2025-05-03
T01344,C0014,Billing,Resolved,2025-03-18,2025-03-26
T01345,C0064,Payment,Resolved,2025-05-06,2025-05-10
T01346,C0015,Billing,Open,2025-05-07,
T01347,C0497,Billing,Resolved,2025-04-03,2025-04-13
T01348,C0247,Account,Resolved,2025-03-08,2025-03-16
T01349,C0499,Billing,Resolved,2025-05-28,2025-05-29
T01350,C0433,Payment,Resolved,2025-01-15,2025-01-18
T01351,C0164,Login,Open,2025-02-04,
T01352,C0183,Technical,Resolved,2025-04-03,2025-04-10
T01353,C0326,Payment,Resolved,2025-03-16,2025-03-25
T01354,C0328,Billing,Resolved,2025-06-10,2025-06-13
T01355,C0392,Billing,Resolved,2025-02-12,2025-02-21
T01356,C0166,Payment,Open,2025-06-25,
T01357,C0410,Payment,Resolved,2025-06-28,2025-07-04
T01358,C0050,Account,Resolved,2025-02-06,2025-02-07
T01359,C0071,Account,Resolved,2025-05-05,2025-05-12
T01360,C0175,Technical,Resolved,2025-02-09,2025-02-18
T01361,C0114,Technical,Open,2025-05-24,
T01362,C0315,Account,Open,2025-05-22,
T01363,C0360,Billing,Resolved,2025-01-20,2025-01-22
T01364,C0420,Technical,Pending,2025-05-03,
T01365,C0179,Payment,Resolved,2025-02-05,2025-02-13
T01366,C0456,Account,Resolved,2025-03-29,2025-04-01
T01367,C0364,Payment,Resolved,2025-01-31,2025-02-04
T01368,C0066,Technical,Resolved,2025-03-20,2025-03-23
T01369,C0108,Technical,Pending,2025-04-19,
T01370,C0354,Billing,Resolved,2025-05-04,2025-05-11
T01371,C0022,Technical,Resolved,2025-06-18,2025-06-27
T01372,C0304,Billing,Resolved,2025-03-06,2025-03-07
T01373,C0034,Payment,Resolved,2025-01-25,2025-01-27
T01374,C0472,Account,Resolved,2025-02-21,2025-02-24
T01375,C0344,Payment,Resolved,2025-02-07,2025-02-12
T01376,C0486,Account,Resolved,2025-02-11,2025-02-20
T01377,C0400,Account,Resolved,2025-05-26,2025-05-28
T01378,C0051,Account,Open,2025-05-16,
T01379,C0112,Technical,Pending,2025-02-13,
T01380,C0462,Account,Resolved,2025-01-26,2025-01-30
T01381,C0472,Account,Open,2025-05-02,
T01382,C0188,Account,Resolved,2025-06-22,2025-06-24
T01383,C0093,Payment,Pending,2025-04-19,
T01384,C0110,Account,Resolved,2025-01-29,2025-02-04
T01385,C0064,Login,Resolved,2025-02-04,2025-02-12
T01386,C0391,Payment,Open,2025-05-23,
T01387,C0370,Billing,Resolved,2025-05-07,2025-05-09
T01388,C0198,Payment,Resolved,2025-03-21,2025-03-29
T01389,C0116,Account,Resolved,2025-04-20,2025-04-24
T01390,C0439,Billing,Open,2025-05-02,
T01391,C0481,Payment,Resolved,2025-06-22,2025-06-30
T01392,C0345,Billing,Resolved,2025-05-14,2025-05-16
T01393,C0062,Technical,Resolved,2025-06-27,2025-07-07
T01394,C0053,Technical,Resolved,2025-02-20,2025-02-26
T01395,C0103,Account,Open,2025-04-14,
T01396,C0063,Technical,Open,2025-05-08,
T01397,C0143,Account,Resolved,2025-06-14,2025-06-21
T01398,C0183,Login,Resolved,2025-04-14,2025-04-22
T01399,C0262,Payment,Resolved,2025-04-27,2025-04-29
T01400,C0063,Payment,Resolved,2025-03-01,2025-03-04
T01401,C0016,Billing,Open,2025-01-18,
T01402,C0256,Billing,Pending,2025-04-08,
T01403,C0310,Payment,Resolved,2025-06-09,2025-06-19
T01404,C0050,Billing,Resolved,2025-05-14,2025-05-22
T01405,C0406,Login,Resolved,2025-06-19,2025-06-27
T01406,C0252,Account,Resolved,2025-03-29,2025-04-07
T01407,C0280,Billing,Pending,2025-01-09,
T01408,C0221,Billing,Resolved,2025-03-22,2025-03-29
T01409,C0227,Login,Resolved,2025-02-15,2025-02-24
T01410,C0338,Payment,Open,2025-02-12,
T01411,C0252,Login,Resolved,2025-04-10,2025-04-18
T01412,C0392,Billing,Resolved,2025-05-06,2025-05-15
T01413,C0351,Account,Resolved,2025-05-02,2025-05-11
T01414,C0438,Technical,Resolved,2025-04-11,2025-04-16
T01415,C0254,Account,Pending,2025-06-07,
T01416,C0347,Payment,Open,2025-03-14,
T01417,C0165,Billing,Resolved,2025-01-12,2025-01-15
T01418,C0429,Payment,Resolved,2025-05-30,2025-05-31
T01419,C0392,Payment,Resolved,2025-04-20,2025-04-26
T01420,C0183,Login,Resolved,2025-06-19,2025-06-23
T01421,C0127,Technical,Resolved,2025-06-01,2025-06-03
T01422,C0467,Billing,Open,2025-01-30,
T01423,C0173,Technical,Resolved,2025-03-25,2025-03-26
T01424,C0236,Login,Resolved,2025-04-18,2025-04-23
T01425,C0011,Login,Resolved,2025-03-23,2025-03-30
T01426,C0293,Login,Resolved,2025-01-26,2025-02-03
T01427,C0052,Technical,Resolved,2025-05-09,2025-05-15
T01428,C0086,Account,Resolved,2025-04-22,2025-04-26
T01429,C0255,Billing,Open,2025-05-18,
T01430,C0110,Payment,Resolved,2025-03-18,2025-03-28
T01431,C0206,Technical,Resolved,2025-01-24,2025-02-03
T01432,C0049,Account,Resolved,2025-01-18,2025-01-28
T01433,C0411,Account,Resolved,2025-02-23,2025-03-01
T01434,C0408,Billing,Resolved,2025-03-19,2025-03-28
T01435,C0412,Payment,Resolved,2025-05-19,2025-05-25
T01436,C0103,Login,Resolved,2025-06-09,2025-06-18
T01437,C0233,Account,Resolved,2025-01-05,2025-01-14
T01438,C0442,Technical,Resolved,2025-02-24,2025-03-04
T01439,C0138,Account,Open,2025-04-22,
T01440,C0479,Account,Open,2025-01-16,
T01441,C0268,Technical,Resolved,2025-02-07,2025-02-11
T01442,C0078,Payment,Open,2025-04-16,
T01443,C0164,Billing,Resolved,2025-04-16,2025-04-21
T01444,C0422,Payment,Resolved,2025-03-07,2025-03-17
T01445,C0121,Login,Resolved,2025-02-08,2025-02-12
T01446,C0015,Technical,Open,2025-03-21,
T01447,C0238,Login,Resolved,2025-04-22,2025-04-29
T01448,C0332,Billing,Resolved,2025-03-11,2025-03-14
T01449,C0015,Payment,Open,2025-03-13,
T01450,C0338,Account,Resolved,2025-01-11,2025-01-19
T01451,C0401,Billing,Resolved,2025-01-22,2025-01-28
T01452,C0309,Payment,Open,2025-04-15,
T01453,C0460,Payment,Resolved,2025-01-24,2025-01-31
T01454,C0483,Technical,Resolved,2025-05-27,2025-06-05
T01455,C0478,Billing,Resolved,2025-05-29,2025-06-07
T01456,C0129,Login,Open,2025-03-02,
T01457,C0308,Billing,Open,2025-03-22,
T01458,C0169,Account,Open,2025-03-02,
T01459,C0479,Login,Resolved,2025-01-28,2025-01-31
T01460,C0110,Payment,Resolved,2025-03-07,2025-03-17
T01461,C0029,Login,Resolved,2025-06-29,2025-07-01
T01462,C0163,Account,Resolved,2025-06-24,2025-06-28
T01463,C0494,Payment,Open,2025-02-07,
T01464,C0186,Login,Open,2025-03-20,
T01465,C0011,Account,Resolved,2025-06-19,2025-06-20
T01466,C0354,Technical,Resolved,2025-04-09,2025-04-14
T01467,C0328,Payment,Pending,2025-06-25,
T01468,C0063,Account,Open,2025-04-24,
T01469,C0199,Billing,Pending,2025-04-11,
T01470,C0475,Payment,Resolved,2025-03-02,2025-03-07
T01471,C0108,Technical,Pending,2025-06-11,
T01472,C0163,Login,Open,2025-03-12,
T01473,C0444,Billing,Open,2025-05-06,
T01474,C0242,Login,Pending,2025-03-27,
T01475,C0368,Login,Open,2025-01-26,
T01476,C0423,Technical,Resolved,2025-05-10,2025-05-12
T01477,C0181,Login,Resolved,2025-05-21,2025-05-27
T01478,C0233,Billing,Open,2025-06-14,
T01479,C0329,Technical,Resolved,2025-06-14,2025-06-17
T01480,C0002,Login,Resolved,2025-03-20,2025-03-26
T01481,C0295,Billing,Resolved,2025-03-05,2025-03-14
